star_age,dt,model_number,star_mass,R_surf,L_surf,T_surf,P_surf,ρ_surf,X_surf,Y_surf,T_center,P_center,ρ_center,X_center,Y_center
10.0,10.0,1.0,1.2,97.47969177973764,26.641858703583868,1329.1178014359743,6.725981126963073,3.7285917162500604e-11,0.7154,0.2704,144296.36946666354,Inf,9.17775181238591e-5,0.7154,0.2704
15.0,5.0,2.0,1.2,97.43172410217267,26.63159998516942,1329.316939882111,6.732605439847936,3.7317065187165956e-11,0.7154,0.2704,144354.23703491976,Inf,9.18683788044931e-5,0.7154,0.2704
22.5,7.5,3.0,1.2,97.364801082473,26.644040370098466,1329.9289764618622,6.741863839768109,3.7351164615128286e-11,0.7154,0.2704,144441.11630532407,Inf,9.200491853997198e-5,0.7154,0.2704
33.75,11.25,4.0,1.2,97.25884414778594,26.660927705561523,1330.8640092978928,6.756561451061032,3.740626507295851e-11,0.7154,0.2704,144571.60128680052,Inf,9.22102802740902e-5,0.7154,0.2704
50.625,16.875,5.0,1.2,97.08489484596606,26.653833316901224,1331.9671231784143,6.780794923314742,3.750934985493298e-11,0.7154,0.2704,144767.5543237643,Inf,9.251942647601915e-5,0.7154,0.2704
75.9375,25.3125,6.0,1.2,96.80718510642643,26.59861308565053,1333.184851098447,6.8197547132116405,3.769049759241545e-11,0.7154,0.2704,145061.69084554387,Inf,9.298534410833172e-5,0.7154,0.2704
113.90625,37.96875,7.0,1.2,96.38182264811742,26.480176720820122,1334.6336503041427,6.880082869662494,3.798283238770644e-11,0.7154,0.2704,145503.02737947542,Inf,9.368881254595057e-5,0.7154,0.2704
170.859375,56.953125,8.0,1.2,95.75254779233202,26.2905727532283,1336.6086298742187,6.970810262834102,3.842716721348645e-11,0.7154,0.2704,146165.35612919906,Inf,9.475408000871967e-5,0.7154,0.2704
256.2890625,85.4296875,9.0,1.2,94.84483747482686,26.02619299643484,1339.600285366348,7.104876703333654,3.907920607117655e-11,0.7154,0.2704,147160.8371260391,Inf,9.6374777381436e-5,0.7154,0.2704
345.55283608728905,89.26377358728905,10.0,1.2,93.94399322289941,25.780837516269123,1342.8242185804008,7.241789651070779,3.9737070204422604e-11,0.7154,0.2704,148195.7555511457,Inf,9.808112774224225e-5,0.7154,0.2704
438.64101779008973,93.0881817028007,11.0,1.2,93.04992678628382,25.55468900543526,1346.2913342845495,7.381623113716345,4.040045336845661e-11,0.7154,0.2704,149270.44766302616,Inf,9.987514107191146e-5,0.7154,0.2704
535.5225037443398,96.88148595425004,12.0,1.2,92.161944599315,25.345992506724055,1349.9911732015896,7.524552550322359,4.1070232128744276e-11,0.7154,0.2704,150384.7380508336,Inf,0.0001017587039084415,0.7154,0.2704
636.0739142596109,100.55141051527109,13.0,1.2,91.28012495629075,25.15290097160416,1353.9054158824454,7.670637991966818,4.174690230924348e-11,0.7154,0.2704,151537.1459466034,Inf,0.00010373207540898269,0.7154,0.2704
740.1580701181435,104.08415585853272,14.0,1.2,90.40469912546425,24.973718461718178,1358.0154738040349,7.819913131758373,4.243084939727774e-11,0.7154,0.2704,152725.89255197707,Inf,0.00010579534936971923,0.7154,0.2704
847.6451519790327,107.48708186088919,15.0,1.2,89.53590389283187,24.806961832269213,1362.3045329016377,7.972407598204109,4.312240682807872e-11,0.7154,0.2704,153949.21649668115,Inf,0.00010794882392213243,0.7154,0.2704
958.4186998731409,110.77354789410818,16.0,1.2,88.67394029852824,24.651353997033205,1366.7579515991397,8.128154025868405,4.38218781241805e-11,0.7154,0.2704,155205.4907317129,Inf,0.00011019309342295135,0.7154,0.2704
1072.3762618575754,113.95756198443458,17.0,1.2,87.81896706111172,24.505798320494627,1371.3631322122453,8.28718988284575,4.4529546347867036e-11,0.7154,0.2704,156493.25818845176,Inf,0.00011252904882440628,0.7154,0.2704
1189.428292778637,117.05203092106136,18.0,1.2,86.97110433471606,24.36935056604379,1376.1092520967322,8.449557577174303,4.524567908762671e-11,0.7154,0.2704,157811.2334353637,Inf,0.00011495785257001746,0.7154,0.2704
1309.4966019152193,120.0683091365824,19.0,1.2,86.13043983979294,24.241193601934953,1380.9869853409145,8.615304046998219,4.597053164254842e-11,0.7154,0.2704,159158.29041524857,Inf,0.00011748090997957434,0.7154,0.2704
1432.512815151391,123.0162132361715,20.0,1.2,85.29703481838476,24.120616072473737,1385.988255580537,8.784480253025652,4.670434934822742e-11,0.7154,0.2704,160533.44538158237,Inf,0.00012009984381864396,0.7154,0.2704
1558.4170028403723,125.9041876889815,21.0,1.2,84.47092911621549,24.00699488214564,1391.1060283668264,8.957140711045932,4.7447369409901334e-11,0.7154,0.2704,161935.83921858962,Inf,0.00012281647347148672,0.7154,0.2704
1687.1565053735656,128.73950253319302,22.0,1.2,83.65214531693778,23.899780946789228,1396.3341406147265,9.133343100923678,4.8199822404120626e-11,0.7154,0.2704,163364.72097375512,Inf,0.00012563279844056101,0.7154,0.2704
1818.6849452796448,131.52843990607948,23.0,1.2,82.84069204362721,23.79848761897549,1401.6671616097376,9.31314795297938,4.896193353301475e-11,0.7154,0.2704,164819.43328287156,Inf,0.00012855098546660693,0.7154,0.2704
1952.961401406136,134.27645612649107,24.0,1.2,82.03656658066734,23.70268126080344,1407.1002798313334,9.49661840167463,4.9733923683126516e-11,0.7154,0.2704,166299.39981641524,Inf,0.0001315733585565789,0.7154,0.2704
2089.949719033711,136.98831762757496,25.0,1.2,81.23975695752532,23.611973529220467,1412.6292105439693,9.683819994521516,5.051601032552331e-11,0.7154,0.2704,167804.11462672838,Inf,0.0001347023913183341,0.7154,0.2704
